"FL_IDs"	"Drug"	"Type"	"Collapsed_Cells"
"11161"	"taladegib$FL1"	"taladegib"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3|YAPC"
"11162"	"telatinib$FL1"	"telatinib"	"Signature_Correlation"	"A375|HA1E|HELA"
"2917"	"telatinib$FL2"	"telatinib"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2918"	"teneligliptin$FL1"	"teneligliptin"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"11163"	"tetracaine$FL1"	"tetracaine"	"Signature_Correlation"	"A375|HELA|PC3"
"2919"	"tetracaine$FL2"	"tetracaine"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"11164"	"thioguanine$FL1"	"thioguanine"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11165"	"thioridazine$FL1"	"thioridazine"	"Signature_Correlation"	"A375|HT29|MCF7"
"2920"	"thioridazine$FL2"	"thioridazine"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"11166"	"tolfenamic-acid$FL1"	"tolfenamic-acid"	"Signature_Correlation"	"A375|HA1E|HELA"
"2921"	"tolfenamic-acid$FL2"	"tolfenamic-acid"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11167"	"tramiprosate$FL1"	"tramiprosate"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"2922"	"tramiprosate$FL2"	"tramiprosate"	"Signature_Correlation"	"HELA|MCF7|PC3"
"2923"	"triclabendazole$FL1"	"triclabendazole"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11168"	"TTNPB$FL1"	"TTNPB"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2924"	"TTNPB$FL2"	"TTNPB"	"Signature_Correlation"	"HELA|HT29|MCF7"
"2925"	"varenicline$FL1"	"varenicline"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"11169"	"vicriviroc$FL1"	"vicriviroc"	"Signature_Correlation"	"A375|HA1E|HELA"
"3271"	"vicriviroc$FL2"	"vicriviroc"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11170"	"VTP-27999$FL1"	"VTP-27999"	"Signature_Correlation"	"A375|HELA|PC3"
"2926"	"VTP-27999$FL2"	"VTP-27999"	"Signature_Correlation"	"HA1E|HT29|MCF7"
"11171"	"XBD-173$FL1"	"XBD-173"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"11172"	"Y-26763$FL1"	"Y-26763"	"Signature_Correlation"	"A375|HELA|HT29"
"2927"	"Y-26763$FL2"	"Y-26763"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"11173"	"zalcitabine$FL1"	"zalcitabine"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2928"	"zalcitabine$FL2"	"zalcitabine"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11174"	"acexamic-acid$FL1"	"acexamic-acid"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11175"	"aclidinium$FL1"	"aclidinium"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3"
"2929"	"aclidinium$FL2"	"aclidinium"	"Signature_Correlation"	"HELA|HT29|YAPC"
"2930"	"adatanserin$FL1"	"adatanserin"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11176"	"afloqualone$FL1"	"afloqualone"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2931"	"afloqualone$FL2"	"afloqualone"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11177"	"agomelatine$FL1"	"agomelatine"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"11178"	"allopurinol$FL1"	"allopurinol"	"Signature_Correlation"	"A375|HELA|MCF7"
"2932"	"allopurinol$FL2"	"allopurinol"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"11179"	"almitrine$FL1"	"almitrine"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11180"	"almorexant$FL1"	"almorexant"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2933"	"almorexant$FL2"	"almorexant"	"Signature_Correlation"	"HA1E|HELA|HT29"
"11181"	"amantadine$FL1"	"amantadine"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"11182"	"amitifadine$FL1"	"amitifadine"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2934"	"amitifadine$FL2"	"amitifadine"	"Signature_Correlation"	"HA1E|HELA|HT29"
"11183"	"amsacrine$FL1"	"amsacrine"	"Signature_Correlation"	"A375|HA1E|MCF7"
"2935"	"amsacrine$FL2"	"amsacrine"	"Signature_Correlation"	"HELA|HT29|PC3"
"11184"	"amtolmetin-guacil$FL1"	"amtolmetin-guacil"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"2936"	"aripiprazole$FL1"	"aripiprazole"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11185"	"atorvastatin$FL1"	"atorvastatin"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"2937"	"avasimibe$FL1"	"avasimibe"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11186"	"azelastine$FL1"	"azelastine"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11187"	"BAY-87-2243$FL1"	"BAY-87-2243"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"11188"	"BIBX-1382$FL1"	"BIBX-1382"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3|YAPC"
"11189"	"birinapant$FL1"	"birinapant"	"Signature_Correlation"	"A375|HA1E|YAPC"
"3272"	"birinapant$FL2"	"birinapant"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11190"	"BTS-54505$FL1"	"BTS-54505"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11191"	"cabergoline$FL1"	"cabergoline"	"Signature_Correlation"	"A375|HA1E|HT29|PC3|YAPC"
"11192"	"CGS-20625$FL1"	"CGS-20625"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11193"	"choline-alfoscerate$FL1"	"choline-alfoscerate"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11194"	"CO-102862$FL1"	"CO-102862"	"Signature_Correlation"	"A375|HELA|PC3|YAPC"
"2938"	"CO-102862$FL2"	"CO-102862"	"Signature_Correlation"	"HA1E|HT29|MCF7"
"2939"	"cyclosporin-a$FL1"	"cyclosporin-a"	"Signature_Correlation"	"HA1E|HELA|HT29|PC3|YAPC"
"11195"	"diacerein$FL1"	"diacerein"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"2940"	"dideoxyadenosine$FL1"	"dideoxyadenosine"	"Signature_Correlation"	"HA1E|HELA|HT29|PC3"
"11196"	"diltiazem$FL1"	"diltiazem"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"11197"	"doxofylline$FL1"	"doxofylline"	"Signature_Correlation"	"A375|HT29|PC3"
"2941"	"doxofylline$FL2"	"doxofylline"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11198"	"elesclomol$FL1"	"elesclomol"	"Signature_Correlation"	"A375|HT29|PC3"
"2942"	"elesclomol$FL2"	"elesclomol"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"11199"	"ENMD-2076$FL1"	"ENMD-2076"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11200"	"epothilone-b$FL1"	"epothilone-b"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"11201"	"ercalcitriol$FL1"	"ercalcitriol"	"Signature_Correlation"	"A375|HA1E|PC3"
"2943"	"ercalcitriol$FL2"	"ercalcitriol"	"Signature_Correlation"	"HELA|HT29|YAPC"
"11202"	"escitalopram$FL1"	"escitalopram"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11203"	"estramustine$FL1"	"estramustine"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11204"	"etizolam$FL1"	"etizolam"	"Signature_Correlation"	"A375|HA1E|HELA"
"2944"	"etizolam$FL2"	"etizolam"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11205"	"fexofenadine$FL1"	"fexofenadine"	"Signature_Correlation"	"A375|HT29|MCF7|PC3"
"2945"	"fexofenadine$FL2"	"fexofenadine"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11206"	"flumatinib$FL1"	"flumatinib"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"2946"	"flumatinib$FL2"	"flumatinib"	"Signature_Correlation"	"HELA|MCF7|PC3"
"11207"	"gatifloxacin$FL1"	"gatifloxacin"	"Signature_Correlation"	"A375|HELA|HT29"
"3273"	"gatifloxacin$FL2"	"gatifloxacin"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11208"	"GDC-0152$FL1"	"GDC-0152"	"Signature_Correlation"	"A375|HA1E|PC3"
"2947"	"GDC-0152$FL2"	"GDC-0152"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"11209"	"glycopyrrolate$FL1"	"glycopyrrolate"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11210"	"golvatinib$FL1"	"golvatinib"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2948"	"golvatinib$FL2"	"golvatinib"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11211"	"idoxuridin$FL1"	"idoxuridin"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"11212"	"IOWH-032$FL1"	"IOWH-032"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"11213"	"JNJ-26481585$FL1"	"JNJ-26481585"	"Signature_Correlation"	"A375|HT29|MCF7|PC3"
"2949"	"JNJ-26481585$FL2"	"JNJ-26481585"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11214"	"lacosamide$FL1"	"lacosamide"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11215"	"levonorgestrel$FL1"	"levonorgestrel"	"Signature_Correlation"	"A375|HA1E|HT29|PC3|YAPC"
"11216"	"lidamidine$FL1"	"lidamidine"	"Signature_Correlation"	"A375|HELA|YAPC"
"2950"	"lidamidine$FL2"	"lidamidine"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3"
"11217"	"lisinopril$FL1"	"lisinopril"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11218"	"lumacaftor$FL1"	"lumacaftor"	"Signature_Correlation"	"A375|MCF7|PC3"
"2951"	"lumacaftor$FL2"	"lumacaftor"	"Signature_Correlation"	"HA1E|HELA|HT29|YAPC"
"11219"	"mazindol$FL1"	"mazindol"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2952"	"mazindol$FL2"	"mazindol"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11220"	"mericitabine$FL1"	"mericitabine"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11221"	"metergoline$FL1"	"metergoline"	"Signature_Correlation"	"A375|HA1E|HELA"
"2953"	"metergoline$FL2"	"metergoline"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11222"	"moxisylyte$FL1"	"moxisylyte"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11223"	"naftidrofuryl$FL1"	"naftidrofuryl"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11224"	"navitoclax$FL1"	"navitoclax"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11225"	"nicaraven$FL1"	"nicaraven"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2954"	"nicaraven$FL2"	"nicaraven"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11226"	"novobiocin$FL1"	"novobiocin"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11227"	"otilonium$FL1"	"otilonium"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3"
"2955"	"palmitoylethanolamide$FL1"	"palmitoylethanolamide"	"Signature_Correlation"	"HA1E|HELA|PC3"
"3274"	"palmitoylethanolamide$FL2"	"palmitoylethanolamide"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11228"	"pevonedistat$FL1"	"pevonedistat"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2956"	"pevonedistat$FL2"	"pevonedistat"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11229"	"PF-03814735$FL1"	"PF-03814735"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11230"	"PF-04457845$FL1"	"PF-04457845"	"Signature_Correlation"	"A375|HELA|MCF7|PC3"
"2957"	"PF-04457845$FL2"	"PF-04457845"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"11231"	"phenylacetylglutamine$FL1"	"phenylacetylglutamine"	"Signature_Correlation"	"A375|HELA|HT29|PC3"
"2958"	"phenylacetylglutamine$FL2"	"phenylacetylglutamine"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11232"	"phenylbutyrate$FL1"	"phenylbutyrate"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|YAPC"
"11233"	"phorbol-myristate-acetate$FL1"	"phorbol-myristate-acetate"	"Signature_Correlation"	"A375|HA1E|HELA"
"2959"	"phorbol-myristate-acetate$FL2"	"phorbol-myristate-acetate"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"2960"	"piketoprofen$FL1"	"piketoprofen"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3"
"2961"	"pinitol$FL1"	"pinitol"	"Signature_Correlation"	"HA1E|HELA|HT29"
"3275"	"pinitol$FL2"	"pinitol"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11234"	"pitavastatin$FL1"	"pitavastatin"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11235"	"quetiapine$FL1"	"quetiapine"	"Signature_Correlation"	"A375|HA1E|HT29|PC3|YAPC"
"11236"	"quinapril$FL1"	"quinapril"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3|YAPC"
"11237"	"radezolid$FL1"	"radezolid"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"11238"	"ranitidine$FL1"	"ranitidine"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11239"	"REV-5901$FL1"	"REV-5901"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"11240"	"rimcazole$FL1"	"rimcazole"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11241"	"riociguat$FL1"	"riociguat"	"Signature_Correlation"	"A375|HELA|PC3"
"2962"	"riociguat$FL2"	"riociguat"	"Signature_Correlation"	"HA1E|HT29|MCF7"
"11242"	"saxagliptin$FL1"	"saxagliptin"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2963"	"saxagliptin$FL2"	"saxagliptin"	"Signature_Correlation"	"HA1E|HELA|HT29"
"11243"	"SB-743921$FL1"	"SB-743921"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"11244"	"secnidazole$FL1"	"secnidazole"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"2964"	"semagacestat$FL1"	"semagacestat"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"11245"	"sertindole$FL1"	"sertindole"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11246"	"sertraline$FL1"	"sertraline"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11247"	"simeprevir$FL1"	"simeprevir"	"Signature_Correlation"	"A375|HT29|PC3"
"2965"	"simeprevir$FL2"	"simeprevir"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"2966"	"SNX-2112$FL1"	"SNX-2112"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11248"	"sobetirome$FL1"	"sobetirome"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2967"	"sobetirome$FL2"	"sobetirome"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11249"	"sodium-tanshinone-ii-a-sulfonate$FL1"	"sodium-tanshinone-ii-a-sulfonate"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2968"	"sodium-tanshinone-ii-a-sulfonate$FL2"	"sodium-tanshinone-ii-a-sulfonate"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"11250"	"sulbactam$FL1"	"sulbactam"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3|YAPC"
"11251"	"tacalcitol$FL1"	"tacalcitol"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11252"	"terbinafine$FL1"	"terbinafine"	"Signature_Correlation"	"A375|HA1E|PC3"
"2969"	"terbinafine$FL2"	"terbinafine"	"Signature_Correlation"	"HELA|HT29|YAPC"
"2970"	"tetrahydrouridine$FL1"	"tetrahydrouridine"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"11253"	"tolbutamide$FL1"	"tolbutamide"	"Signature_Correlation"	"A375|HA1E|PC3"
"2971"	"tolbutamide$FL2"	"tolbutamide"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"2972"	"tolvaptan$FL1"	"tolvaptan"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11254"	"trazodone$FL1"	"trazodone"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11255"	"triptolide$FL1"	"triptolide"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3"
"11256"	"urapidil$FL1"	"urapidil"	"Signature_Correlation"	"A375|PC3|YAPC"
"2973"	"urapidil$FL2"	"urapidil"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7"
"11257"	"volasertib$FL1"	"volasertib"	"Signature_Correlation"	"A375|HA1E|HELA"
"2974"	"volasertib$FL2"	"volasertib"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11258"	"VX-222$FL1"	"VX-222"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"11259"	"zafirlukast$FL1"	"zafirlukast"	"Signature_Correlation"	"A375|HT29|MCF7|PC3"
"2975"	"zafirlukast$FL2"	"zafirlukast"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11260"	"ZK-93426$FL1"	"ZK-93426"	"Signature_Correlation"	"A375|HT29|YAPC"
"2976"	"ZK-93426$FL2"	"ZK-93426"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3"
"11261"	"zosuquidar$FL1"	"zosuquidar"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2977"	"zosuquidar$FL2"	"zosuquidar"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11262"	"3-deazaadenosine$FL1"	"3-deazaadenosine"	"Signature_Correlation"	"A375|HA1E|HT29"
"2978"	"3-deazaadenosine$FL2"	"3-deazaadenosine"	"Signature_Correlation"	"HELA|MCF7|PC3|YAPC"
"11263"	"alisertib$FL1"	"alisertib"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"11264"	"atenolol-(+/-)$FL1"	"atenolol-(+/-)"	"Signature_Correlation"	"A375|HELA|HT29"
"2979"	"atenolol-(+/-)$FL2"	"atenolol-(+/-)"	"Signature_Correlation"	"HA1E|MCF7|PC3|YAPC"
"11265"	"AZD-2014$FL1"	"AZD-2014"	"Signature_Correlation"	"A375|HT29|PC3"
"2980"	"AZD-2014$FL2"	"AZD-2014"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"11266"	"azithromycin$FL1"	"azithromycin"	"Signature_Correlation"	"A375|HT29|MCF7|PC3"
"2981"	"azithromycin$FL2"	"azithromycin"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"2982"	"baicalin$FL1"	"baicalin"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"11267"	"bavisant$FL1"	"bavisant"	"Signature_Correlation"	"A375|HELA|HT29|PC3"
"2983"	"bavisant$FL2"	"bavisant"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"2984"	"bepotastine$FL1"	"bepotastine"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11268"	"betrixaban$FL1"	"betrixaban"	"Signature_Correlation"	"A375|HA1E|MCF7|YAPC"
"2985"	"betrixaban$FL2"	"betrixaban"	"Signature_Correlation"	"HELA|HT29|PC3"
"11269"	"bisoprolol$FL1"	"bisoprolol"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11270"	"bosentan$FL1"	"bosentan"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"2986"	"carbachol$FL1"	"carbachol"	"Signature_Correlation"	"HA1E|MCF7|PC3|YAPC"
"11271"	"carbamazepine$FL1"	"carbamazepine"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2987"	"carbenoxolone$FL1"	"carbenoxolone"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"11272"	"cefotetan$FL1"	"cefotetan"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"11273"	"CEP-37440$FL1"	"CEP-37440"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11274"	"cepharanthine$FL1"	"cepharanthine"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11275"	"chlorpropamide$FL1"	"chlorpropamide"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2988"	"chlorpropamide$FL2"	"chlorpropamide"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11276"	"CI-976$FL1"	"CI-976"	"Signature_Correlation"	"A375|HA1E|HELA|HT29"
"2989"	"CI-976$FL2"	"CI-976"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11277"	"clenbuterol$FL1"	"clenbuterol"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11278"	"clonidine$FL1"	"clonidine"	"Signature_Correlation"	"A375|HT29|PC3"
"2990"	"clonidine$FL2"	"clonidine"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11279"	"cyclizine$FL1"	"cyclizine"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11280"	"D-serine$FL1"	"D-serine"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2991"	"D-serine$FL2"	"D-serine"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"2992"	"diazoxide$FL1"	"diazoxide"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3"
"11281"	"dihydroergotamine$FL1"	"dihydroergotamine"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11282"	"dolastatin-10$FL1"	"dolastatin-10"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"11283"	"dorzolamide$FL1"	"dorzolamide"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2993"	"dorzolamide$FL2"	"dorzolamide"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11284"	"duloxetine$FL1"	"duloxetine"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2994"	"duloxetine$FL2"	"duloxetine"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11285"	"enoxacin$FL1"	"enoxacin"	"Signature_Correlation"	"A375|HA1E|PC3"
"2995"	"enoxacin$FL2"	"enoxacin"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"11286"	"etofenamate$FL1"	"etofenamate"	"Signature_Correlation"	"A375|MCF7|YAPC"
"2996"	"etofenamate$FL2"	"etofenamate"	"Signature_Correlation"	"HA1E|HELA|HT29"
"11287"	"etravirine$FL1"	"etravirine"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"11288"	"EVP-6124$FL1"	"EVP-6124"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11289"	"exemestane$FL1"	"exemestane"	"Signature_Correlation"	"A375|HELA|HT29"
"2997"	"exemestane$FL2"	"exemestane"	"Signature_Correlation"	"HA1E|MCF7|PC3|YAPC"
"11290"	"floxuridine$FL1"	"floxuridine"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11291"	"fludarabine-phosphate$FL1"	"fludarabine-phosphate"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3|YAPC"
"11292"	"fluspirilene$FL1"	"fluspirilene"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3|YAPC"
"11293"	"furosemide$FL1"	"furosemide"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"11294"	"genz-644282$FL1"	"genz-644282"	"Signature_Correlation"	"A375|HA1E|MCF7"
"11295"	"HC-030031$FL1"	"HC-030031"	"Signature_Correlation"	"A375|MCF7|YAPC"
"2998"	"HC-030031$FL2"	"HC-030031"	"Signature_Correlation"	"HA1E|HELA|PC3"
"11296"	"honokiol$FL1"	"honokiol"	"Signature_Correlation"	"A375|MCF7|PC3"
"11297"	"hydrocortisone$FL1"	"hydrocortisone"	"Signature_Correlation"	"A375|HA1E|HELA"
"2999"	"hydrocortisone$FL2"	"hydrocortisone"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11298"	"ibutilide$FL1"	"ibutilide"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11299"	"IKK-2-inhibitor-V$FL1"	"IKK-2-inhibitor-V"	"Signature_Correlation"	"A375|HA1E|HELA"
"3276"	"IKK-2-inhibitor-V$FL2"	"IKK-2-inhibitor-V"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"21000"	"indibulin$FL1"	"indibulin"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3"
"11300"	"indoramin$FL1"	"indoramin"	"Signature_Correlation"	"A375|HA1E|HELA"
"21001"	"indoramin$FL2"	"indoramin"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11301"	"irsogladine$FL1"	"irsogladine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"21002"	"irsogladine$FL2"	"irsogladine"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"21003"	"isradipine$FL1"	"isradipine"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"11302"	"ixazomib$FL1"	"ixazomib"	"Signature_Correlation"	"A375|HA1E|HELA"
"21004"	"ixazomib$FL2"	"ixazomib"	"Signature_Correlation"	"HT29|PC3|YAPC"
"11303"	"KD-023$FL1"	"KD-023"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"21005"	"lasalocid$FL1"	"lasalocid"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11304"	"leflunomide$FL1"	"leflunomide"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"21006"	"leflunomide$FL2"	"leflunomide"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11305"	"levamisole$FL1"	"levamisole"	"Signature_Correlation"	"A375|HA1E|HELA|HT29"
"21007"	"levamisole$FL2"	"levamisole"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11306"	"linsidomine$FL1"	"linsidomine"	"Signature_Correlation"	"A375|HELA|HT29|PC3"
"21008"	"linsidomine$FL2"	"linsidomine"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11307"	"lomitapide$FL1"	"lomitapide"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"21009"	"lomitapide$FL2"	"lomitapide"	"Signature_Correlation"	"HELA|MCF7|PC3"
"11308"	"lonidamine$FL1"	"lonidamine"	"Signature_Correlation"	"A375|HELA|PC3"
